,Logradouro/Nome,Bairro/Distrito,Localidade/UF,CEP
1626,Rua Luiz Ribeiro,Jardim Monte Santo,Itapetininga/SP,18215-150
1627,Rua Salvador Brizola Neto,Jardim Monte Santo,Itapetininga/SP,18215-160
1628,Rua Doutor Joracy Cruz,Jardim Monte Santo,Itapetininga/SP,18215-170
1629,Rua José Martinho Asen,Jardim Monte Santo,Itapetininga/SP,18215-180
1630,Rua Manoel Pacheco,Jardim Monte Santo,Itapetininga/SP,18215-190
1631,Rua Álvaro Ladeira,Jardim Monte Santo,Itapetininga/SP,18215-200
1632,Rua Ana de Campos Galvão,Jardim Monte Santo,Itapetininga/SP,18215-210
1633,Rua Professor Jorge Isaac,Jardim Monte Santo,Itapetininga/SP,18215-220
1634,Rua Ângelo Polles,Jardim Monte Santo,Itapetininga/SP,18215-230
1635,Rua Professora Mary Siqueira Campos,Jardim Monte Santo,Itapetininga/SP,18215-240
1636,Rua Doutor Francisco de Assis Iglesias,Jardim Monte Santo,Itapetininga/SP,18215-250
1637,Rua Joaquim Nunes da Costa,Jardim Monte Santo,Itapetininga/SP,18215-260
1638,Rua O,Jardim Monte Santo,Itapetininga/SP,18215-270
1639,"Rodovia Raposo Tavares - do km 158,000 ao km 160,000",Jardim Monte Santo,Itapetininga/SP,18215-280
1640,Rua Joaquim Florêncio,Jardim Monte Santo,Itapetininga/SP,18215-290
1641,Rua Pedro Soares,Jardim Monte Santo,Itapetininga/SP,18215-295
1642,Rua Chapada Grande,Jardim Monte Santo,Itapetininga/SP,18215-300
1643,Rodovia Antônio Romano Schincariol,Jardim Novo Aeroporto,Itapetininga/SP,18215-310
1644,Estrada Municipal Hernani Sacchi,Jardim Novo Aeroporto,Itapetininga/SP,18215-311
1645,Rua Dois,Jardim Novo Aeroporto,Itapetininga/SP,18215-320
1646,Rua João Bento Mariano,Jardim Novo Aeroporto,Itapetininga/SP,18215-330
1647,Rua Filomena Ventureli Teixeira,Jardim Novo Aeroporto,Itapetininga/SP,18215-340
1648,Rua Dirce de Toledo Deleuse,Chácaras Alvorada,Itapetininga/SP,18215-350
1649,Rua Três,Chácaras Alvorada,Itapetininga/SP,18215-360
1650,Rua Argemiro Calixto da Silva,Chácaras Alvorada,Itapetininga/SP,18215-370
1651,Rua Carlos de Campos Vieira,Chácaras Alvorada,Itapetininga/SP,18215-380
1652,Rua Luiz Elias Rochel,Chácaras Alvorada,Itapetininga/SP,18215-390
1653,Rua Eugênio Ayres da Silva Leite,Chácaras Alvorada,Itapetininga/SP,18215-400
1654,Estrada Municipal José Correa de Moraes,Chapada Grande,Itapetininga/SP,18215-410
1655,Rua José Irias Pires,Chapada Grande,Itapetininga/SP,18215-411
1656,Rua Euclides Nunes da Costa,Chapada Grande,Itapetininga/SP,18215-412
1657,Rua Orlinda Costa de Almeida,Chapada Grande,Itapetininga/SP,18215-413
1658,Rua Antônio Nunes da Costa,Chapada Grande,Itapetininga/SP,18215-414
1659,Rua Kaitiro Warikoda,Chapada Grande,Itapetininga/SP,18215-415
1660,Rua Maria José Vieira Marques,Chapada Grande,Itapetininga/SP,18215-416
1661,Rua Professor Mário Rodrigues Lourenço,Chapada Grande,Itapetininga/SP,18215-417
1662,Área Rural,Área Rural de Itapetininga,Itapetininga/SP,18215-899
1663,,Conceição,Itapetininga/SP,18216-000
1664,Rua São Bento s/nAGC Conceição,Centro/Conceição,Itapetininga/SP,18216-970
1665,,Rechan,Itapetininga/SP,18217-000
1666,,Tupy,Itapetininga/SP,18217-500
1667,Praça Oscar Leonel 31AGC Rechan,Centro/Rechan,Itapetininga/SP,18217-970
1668,Rua Maria José Rocha Thibes 2AGC Nova Tupy,Centro (Tupy)/Tupy,Itapetininga/SP,18217-971
1669,,Gramadinho,Itapetininga/SP,18218-000
1670,,Varginha,Itapetininga/SP,18218-500
1671,Rua Elias Jorge Daniel 56AGC Gramadinho,Centro/Gramadinho,Itapetininga/SP,18218-970
1672,Rua Onório Sales s/nAGC Varginha,Centro/Varginha,Itapetininga/SP,18218-971
1673,,Morro do Alto,Itapetininga/SP,18219-000
1674,Rua João Ayres da Rocha 246AGC Morro do Alto,Centro/Morro do Alto,Itapetininga/SP,18219-970
